drug	target	relation
DB00715	ADRB2	-1
DB01708	GRIN2A	1
DB12010	EPHA6	-1
DB01353	GRIK2	-1
DB00217	ADRB2	-1
DB00153	CACNA1E	1
DB00945	CASP1	-1
DB00753	GRIA1	-1
DB00852	SLC6A4	-1
DB09089	CACNA1C	-1
DB00933	HTR2A	-1
DB11823	EEF2	-1
DB09076	CHRM4	-1
DB00193	TRPV1	1
DB01179	TOP2A	-1
DB06176	HDAC2	-1
DB00825	TRPA1	1
DB11761	SLC9A3	-1
DB10772	IFNG	1
DB00374	PPARD	1
DB00780	MAOB	-1
DB12010	ITK	-1
DB00376	CHRM2	-1
DB00831	ADRA1A	-1
DB00202	CHRNA7	1
DB09118	GABRD	1
DB00068	IFNAR2	1
DB00802	OPRM1	1
DB01142	CHRM5	-1
DB01063	DRD2	-1
DB09238	CACNA1D	-1
DB01192	OPRM1	1
DB00934	CHRM3	-1
DB13872	GABRG2	1
DB11079	PTGS1	-1
DB00292	GABRD	1
DB00714	HTR2B	1
DB00829	GABRA1	1
DB12010	MAPK9	-1
DB09068	HTR3A	-1
DB00363	ADRA2B	-1
DB01156	SLC6A2	-1
DB00898	GLRA1	1
DB00252	CACNA1D	-1
DB01238	HTR1B	-1
DB00237	GABRB1	1
DB01159	GABRD	1
DB11130	OPRK1	1
DB01273	CHRNA7	1
DB08918	SLC6A2	-1
DB01049	ADRB2	-1
DB13873	PPARA	1
DB00289	SLC6A2	-1
DB01100	CALM1	-1
DB00938	ADRB1	1
DB00454	OPRM1	1
DB00924	HTR6	-1
DB08815	HTR2A	-1
DB00909	CACNA1G	-1
DB12010	PIK3CG	-1
DB00555	GABRB3	-1
DB00216	HTR1A	1
DB00605	PPARD	-1
DB08896	FGFR1	-1
DB00509	THRB	1
DB01338	CHRM3	-1
DB00688	IMPDH1	-1
DB14723	NTRK1	-1
DB01028	GABRA2	1
DB13146	GRIN2C	-1
DB00804	CHRM2	-1
DB00659	GRIN2A	-1
DB11577	ADRA2B	1
DB00628	GABRA1	1
DB01067	PPARG	1
DB00776	SCN1A	-1
DB00777	CHRM1	-1
DB00293	TYMS	-1
DB00715	CHRM1	-1
DB12010	FYN	-1
DB00783	ESR1	1
DB00313	SCN1B	-1
DB00818	SCN2A	-1
DB01142	ADRA1D	-1
DB04846	ADRB3	1
DB01224	HTR2A	-1
DB00934	ADRA1A	-1
DB13872	GABRA1	1
DB00935	ADRA2A	1
DB11133	PPARA	1
DB00058	ELANE	-1
DB01001	ADRB1	1
DB00292	GABRG2	1
DB09029	IL17A	-1
DB00714	HTR1D	1
DB12010	MARK2	-1
DB00489	ADRB2	-1
DB09068	HTR1A	1
DB00508	DRD2	-1
DB00363	CHRM2	-1
DB09300	CHRM3	-1
DB00317	EGFR	-1
DB01175	DRD2	-1
DB01409	CHRM1	-1
DB01225	SERPINC1	1
DB01098	ITGAL	-1
DB05578	KDR	-1
DB00321	ADRA1A	-1
DB00211	ADRA1B	1
DB01069	CHRM5	-1
DB11254	TGM2	-1
DB00988	DRD4	1
DB00925	ADRA2A	-1
DB09345	SCN1A	-1
DB12010	PRKACB	-1
DB00555	CHRM1	-1
DB00248	HTR1B	1
DB01267	HTR2C	-1
DB09016	HTR2A	-1
DB00622	CACNA1D	-1
DB00445	TOP2A	-1
DB09236	CACNB2	-1
DB00349	GABRG2	1
DB01544	GABRA2	1
DB01577	ADRA2B	1
DB14500	ATP1A1	1
DB00432	TYMS	-1
DB11986	NTRK3	-1
DB01393	PPARA	1
DB06694	ADRA1B	1
DB00483	ACHE	-1
DB00421	CYP11B2	-1
DB00795	CHUK	-1
DB00246	CHRM3	-1
DB01136	ADRA2B	-1
DB04855	CACNA1C	-1
DB11994	CYP1A2	-1
DB14012	FGF23	-1
DB00651	PDE7B	-1
DB09167	SLC6A4	-1
DB00543	HTR6	-1
DB00656	ADRA2A	-1
DB00433	DRD2	-1
DB00041	IL2RA	1
DB00404	GABRB3	1
DB00599	GABRA2	1
DB01036	CHRM3	-1
DB01247	MAOA	-1
DB06216	DRD4	-1
DB00424	CHRM3	-1
DB12010	BRAF	-1
DB01073	POLA1	-1
DB11995	ABCG2	-1
DB00540	CHRM2	-1
DB01956	GABRA1	1
DB06702	CHRM2	-1
DB01404	PTGS2	-1
DB00050	GNRHR	-1
DB13345	HTR3C	-1
DB00623	DRD2	-1
DB06403	EDNRB	-1
DB00963	PTGS2	-1
DB00772	BCHE	-1
DB00659	GABRB1	1
DB11327	NOS2	-1
DB00564	SCN3A	-1
DB01050	PTGS2	-1
DB09195	SLC6A4	-1
DB00777	HTR2C	-1
DB09212	PTGS2	-1
DB00277	ADORA1	-1
DB12941	AR	-1
DB12010	ERN1	-1
DB01452	OPRD1	1
DB06612	IL5	-1
DB00734	ADRA1B	-1
DB00945	CCND1	-1
DB08822	AGTR1	-1
DB01142	SLC6A4	-1
DB09105	S1PR1	1
DB01144	CA1	-1
DB13269	SCN2A	-1
DB00855	ALAD	1
DB09257	DPYD	-1
DB00921	OPRK1	-1
DB00292	GABRA2	1
DB08814	NFKB1	-1
DB00714	DRD4	1
DB12010	MAP4K3	-1
DB00363	HTR2C	-1
DB01092	ATP1A3	-1
DB04843	CHRM3	-1
DB00252	SCN2A	-1
DB01238	DRD5	-1
DB01175	CHRM1	-1
DB01113	PDE10A	-1
DB01049	HTR2B	-1
DB01180	ACE	-1
DB05541	SCN2A	-1
DB00486	CNR1	1
DB09481	GRIN2C	-1
DB00956	OPRM1	1
DB12010	PLK2	-1
DB00248	HTR2B	1
DB01234	NOS2	-1
DB08896	MAPK11	-1
DB00590	ADRA1A	-1
DB01381	GABRA1	-1
DB00315	HTR1F	1
DB00316	TRPV1	1
DB00334	HTR1A	-1
DB00270	CACNA1C	-1
DB01392	HTR1B	-1
DB01226	CHRM3	-1
DB00210	PTGS2	-1
DB00243	CACNB2	-1
DB11712	CFTR	1
DB11273	HTR7	-1
DB12010	SIK2	-1
DB00603	GABRB1	-1
DB13783	PTGS1	-1
DB00880	CA1	-1
DB09282	GUCY1A2	1
DB00752	MAOB	-1
DB01591	CHRM3	-1
DB06288	DRD3	-1
DB00477	HTR2A	-1
DB01544	GABRB3	1
DB15035	JAK2	-1
DB00480	TNFSF11	-1
DB06603	HDAC1	-1
DB00517	CHRM1	-1
DB09026	REN	-1
DB00421	CACNG2	-1
DB00811	IMPDH1	-1
DB13961	SREBF1	1
DB00294	ESR1	1
DB01168	MAOA	-1
DB04855	CACNB3	-1
DB11994	CYP2C9	-1
DB00668	ADRA2B	1
DB04946	DRD1	-1
DB00328	PPARA	1
DB11817	JAK1	-1
DB00543	SLC6A2	-1
DB11901	GABRA2	-1
DB00640	ADORA2A	1
DB00545	BCHE	-1
DB00384	SCNN1G	-1
DB00726	HRH1	-1
DB09061	IDO1	-1
DB00939	ALOX5	-1
DB06698	HRH1	1
DB06216	HTR1A	-1
DB12010	ABL2	-1
DB11619	AR	-1
DB00490	ADRA1D	1
DB06595	PDGFRA	-1
DB13345	HTR1A	-1
DB01221	HTR1F	-1
DB00819	CA2	-1
DB00920	HRH1	-1
DB00420	ADRA1A	-1
DB08889	PSMB1	-1
DB00696	HTR2A	1
DB00132	NR1H4	1
DB06699	GNRHR	-1
DB11219	AR	-1
DB00683	GABRA1	1
DB01708	GABRA1	-1
DB12010	CSNK2A2	-1
DB01217	CYP19A1	-1
DB00201	PIK3CA	-1
DB00929	PTGER4	1
DB01559	GABRD	1
DB01028	GRIA1	-1
DB00771	CHRM1	-1
DB00805	SLC6A4	-1
DB11577	ADRA1A	1
DB01050	PPARA	1
DB00711	ALOX5	-1
DB09422	PPARA	1
DB00777	CHRM3	-1
DB00277	HDAC2	1
DB12010	FLT1	-1
DB00295	OPRD1	1
DB06802	PTGS2	-1
DB00734	HTR1A	-1
DB00313	SCN3A	-1
DB00186	GABRA2	1
DB01009	PTGS2	-1
DB06788	GNRHR	1
DB01110	KCNN4	-1
DB01064	PIK3R1	1
DB00822	ALDH2	-1
DB00774	CA4	-1
DB01346	GABRA2	1
DB06626	FLT4	-1
DB00841	ADRA1D	1
DB05015	HDAC5	-1
DB00244	PPARG	1
DB00537	TOP2A	-1
DB12010	MAP3K11	-1
DB00475	GABRA2	1
DB00363	HTR2A	-1
DB00818	GABRG2	1
DB01174	GRIN2C	-1
DB01159	GLRA1	1
DB00999	KCNMA1	-1
DB12267	FLT3	-1
DB00273	GRIK2	-1
DB06153	HTR2C	-1
DB00373	ADRB1	-1
DB09213	PPARG	1
DB12010	NTRK1	-1
DB00555	SCN2A	-1
DB00184	CHRNA2	1
DB01154	KCNJ8	-1
DB09488	HRH1	-1
DB00589	DRD4	1
DB00396	NR3C1	1
DB11572	F13A1	1
DB00285	SLC6A4	-1
DB01175	ADRA2A	-1
DB12147	FGFR4	-1
DB01193	ADRB2	1
DB01049	HTR6	-1
DB00321	OPRK1	1
DB00195	ADRB1	-1
DB01069	CHRM2	-1
DB00988	DRD1	1
DB09130	APP	-1
DB00909	MAOB	-1
DB12010	PRKAG1	-1
DB00248	ADRA2C	-1
DB01267	DRD4	-1
DB00751	HRH1	-1
DB00622	CACNA1C	-1
DB00753	GABRA2	1
DB00018	IFNAR2	1
DB01062	CHRM2	-1
DB00852	NFATC1	-1
DB09089	CACNA1S	-1
DB00949	GRIN3A	-1
DB00741	NR3C1	1
DB11855	CHRM1	-1
DB00193	GRIN2B	-1
DB00825	CACNA1C	-1
DB11842	AGTR1	1
DB10772	TGFBR2	1
DB00391	DRD3	-1
DB12010	KDR	-1
DB00376	CHRM5	-1
DB00014	GNRHR	1
DB00411	CHRM2	1
DB00202	CHRM3	1
DB09118	GABRG2	1
DB01159	KCNJ3	-1
DB01224	ADRA1B	-1
DB08901	KIT	-1
DB01014	PPARG	1
DB01032	PANX1	-1
DB12267	ERBB4	-1
DB00273	GRIK5	-1
DB00094	FSHR	1
DB01068	GABRB1	1
DB06153	HTR1D	-1
DB00043	FCER1A	-1
DB00874	GRIN1	-1
DB13746	CACNG2	1
DB00422	SLC6A3	-1
DB00877	MTOR	-1
DB12010	PAK1	-1
DB00555	ADRA1A	-1
DB00184	CHRNA6	1
DB11275	DRD5	1
DB00589	HTR1A	1
DB08820	CFTR	1
DB00412	PPARG	1
DB11572	FGB	1
DB00203	PDE6H	-1
DB01254	EPHA2	-1
DB00334	CHRM4	-1
DB06148	SLC6A2	-1
DB12865	CASR	1
DB00206	SLC18A2	-1
DB01364	SLC18A2	-1
DB01194	CA5A	-1
DB06779	VEGFA	-1
DB00568	CACNA1S	-1
DB04209	KCNMA1	-1
DB00182	ADRB2	1
DB12010	ROCK2	-1
DB00603	GABRA1	-1
DB08894	EPOR	1
DB13751	HSD11B1	-1
DB00800	ADRA1B	-1
DB00703	CA4	-1
DB01189	GABRA2	1
DB00398	KDR	-1
DB06791	SSTR2	1
DB00004	IL2RB	1
DB00514	CHRNA2	-1
DB06603	HDAC9	-1
DB13955	ESR1	1
DB00191	SLC6A3	-1
DB00159	TRPV1	1
DB00661	CACNA1C	-1
DB02546	HDAC3	-1
DB00843	NFKB1	-1
DB00408	HTR2C	-1
DB01200	ADRA2B	1
DB04855	SLC8A1	-1
DB12010	CTSL	-1
DB00733	BCHE	1
DB11124	ADRA1A	1
DB00458	ADRA1D	-1
DB06201	SCN9A	1
DB01203	ADRB2	-1
DB00543	HTR1B	-1
DB01221	HTR2A	-1
DB05829	PTH1R	1
DB12278	CHRM2	-1
DB00721	PLA2G4A	-1
DB00674	CHRNB2	1
DB00594	PLAU	-1
DB00481	ESR2	1
DB00418	GRIK2	-1
DB00872	AVPR1A	-1
DB00420	DRD4	-1
DB01102	ADRB3	1
DB01351	GRIA2	-1
DB01621	HTR1A	-1
DB06700	SLC6A3	-1
DB12010	CHEK2	-1
DB00572	CHRM1	-1
DB01956	GABBR1	1
DB13345	DRD5	-1
DB00704	OPRK1	-1
DB01028	GABRB1	1
DB13146	GRIA2	-1
DB00836	OPRK1	1
DB00869	CA4	-1
DB04896	SLC6A2	-1
DB11823	GRIN1	-1
DB00193	HTR2C	-1
DB01115	CACNA1C	-1
DB00776	SCN9A	-1
DB09342	SCN5A	-1
DB00327	OPRK1	1
DB09118	GABRA2	1
DB01174	GABRA1	1
DB01095	HDAC2	-1
DB09238	CACNA1G	-1
DB00934	HTR7	-1
DB11660	PTGFR	1
DB00273	GABRA1	1
DB01017	VEGFA	-1
DB00747	CHRM1	-1
DB15444	CFTR	1
DB12010	MKNK1	-1
DB00523	RXRA	1
DB01090	CHRNA3	-1
DB00541	TUBA4A	-1
DB00334	DRD3	-1
DB01241	SLCO1B3	-1
DB01130	NR3C1	1
DB00321	HRH2	-1
DB01261	DPP4	-1
DB00243	SCN1A	-1
DB01085	CHRM3	1
DB06154	HBA1	1
DB00182	SLC18A2	-1
DB00925	ADRA1B	-1
DB09345	SCN9A	-1
DB12010	PRKCQ	-1
DB00555	HTR2A	-1
DB03756	RXRA	1
DB01267	DRD1	-1
DB09085	RYR1	1
DB00622	ADRA1D	-1
DB06203	DPP4	-1
DB01010	ACHE	-1
DB00349	GABRA2	1
DB01359	ADRB2	-1
DB13954	ESR1	1
DB00351	NR3C1	1
DB11363	ALK	-1
DB01427	PDE4B	-1
DB00403	CCKAR	1
DB00340	CHRM3	-1
DB01245	CHRNA2	1
DB00697	ADRA2C	1
DB13961	CACNA1D	-1
DB01151	ADRA1B	-1
DB00246	HTR3A	-1
DB01136	ADRB1	-1
DB12808	RARA	1
DB09167	CHRM2	-1
DB01403	ADRA1B	-1
DB01059	TOP2A	-1
DB06787	CHRM2	-1
DB11718	CCND1	-1
DB00477	ADRA2A	-1
DB00398	FLT1	-1
DB09568	HADH	1
DB01628	PTGS2	-1
DB00514	CHRNB2	-1
DB00255	ESR2	1
DB00272	HRH2	1
DB01580	ADRB1	-1
DB00421	CACNB2	-1
DB01583	THRA	1
DB15091	JAK1	-1
DB00843	GRIN3A	-1
DB06155	CNR1	-1
DB01200	DRD5	1
DB12010	PRKACA	-1
DB11124	ADRB2	1
DB06262	ADRA2B	1
DB01235	DRD4	1
DB13800	CASQ1	1
DB00543	ADRA1B	-1
DB01221	DRD2	1
DB00721	CHRNA2	-1
DB00674	CHRNG	1
DB00433	ADRA2B	-1
DB00759	PRNP	-1
DB00599	CHRNA7	-1
DB01303	ADORA1	-1
DB06216	HRH1	-1
DB00472	CHRNA2	-1
DB01418	VKORC1	-1
DB12010	CAMK2B	-1
DB01121	SCN1A	-1
DB12141	HTR1D	-1
DB00540	ADRA1B	-1
DB01956	GABRB1	1
DB06616	MAP3K2	-1
DB00086	F2R	-1
DB13345	ADRB1	-1
DB00559	EDNRB	-1
DB01406	AR	1
DB00883	NPR1	1
DB00706	ADRA1A	-1
DB00482	PDPK1	-1
DB01016	ABCA1	-1
DB10770	TGFB1	1
DB09143	SMO	-1
DB00728	CHRNA2	-1
DB09079	FLT3	-1
DB11633	KCNJ9	-1
DB00715	ADRB1	-1
DB01708	GRIN1	1
DB12010	EPHA5	-1
DB01353	GRIA2	-1
DB00669	HTR1A	1
DB00217	ADRB1	-1
DB00153	CACNA1A	1
DB00945	NFKBIA	-1
DB00753	GLRA1	1
DB00852	ADRA2A	1
DB09089	OPRM1	1
DB00917	PTGER4	1
DB00708	OPRD1	1
DB00628	GABRG2	1
DB09076	CHRM3	-1
DB00193	SCN2A	-1
DB01131	DHFR	-1
DB06176	HDAC1	-1
DB00825	TRPM8	1
DB11580	C5	-1
DB10772	IL6	1
DB00228	GABRB1	1
DB00374	PTGIR	1
DB00780	MAOA	-1
DB12010	IRAK4	-1
DB00376	CHRM1	-1
DB09118	GABRB3	1
DB00068	IFNAR1	1
DB01142	CHRM4	-1
DB01046	CLCN2	1
DB09238	CACNA1C	-1
DB01176	SULT1E1	-1
DB00934	CHRM2	-1
DB13872	GABRA2	1
DB00903	ATP1A1	-1
DB00241	GABRD	1
DB00025	LRP1	1
DB00953	HTR1F	1
DB00292	GABRB3	1
DB00714	HTR2A	1
DB12010	MAPK7	-1
DB09068	SLC6A4	-1
DB00491	GAA	-1
DB00363	ADRA2A	-1
DB01156	SLC6A3	-1
DB00898	GRIN3A	-1
DB00252	CACNA1C	-1
DB01238	HRH1	-1
DB01159	GABRB3	1
DB11130	OPRD1	1
DB01273	CHRNA4	1
DB08918	SLC6A4	-1
DB01065	EPX	-1
DB01049	ADRB1	-1
DB00273	CACNA1E	-1
DB01100	DRD3	-1
DB00130	CTPS1	-1
DB00938	ADRB2	1
DB00924	HTR2C	-1
DB08815	DRD2	-1
DB00909	SCN4B	-1
DB12010	PIK3CD	-1
DB00216	HTR1F	1
DB00605	MAPK3	-1
DB08896	PDGFRB	-1
DB00509	THRA	1
DB01338	CHRM2	-1
DB00187	ADRB1	-1
DB00268	ADRA2C	-1
DB01238	SLC6A4	1
DB00334	CHRM1	-1
DB06148	HTR2A	-1
DB12698	CCR5	-1
DB01595	GABRA1	1
DB09418	SLC5A5	-1
DB01194	CA2	-1
DB01395	PGR	1
DB06712	CACNA1S	-1
DB01133	PTPN1	-1
DB06413	SLC6A3	-1
DB00568	CACNA1C	-1
DB01020	GUCY1A2	1
DB00182	ADRA2B	1
DB11273	HTR2B	-1
DB00603	PGR	1
DB00280	CHRM1	-1
DB04841	HRH1	-1
DB00800	ADRA2B	-1
DB00687	NR3C2	1
DB01558	GABRG2	1
DB00753	CHRNB2	-1
DB00964	ADRA2B	1
DB00854	OPRM1	1
DB00241	CHRNA4	-1
DB01366	ADRB2	1
DB14568	IDH1	-1
DB14596	NR3C1	1
DB05015	HDAC8	-1
DB00585	HRH2	-1
DB12010	MAP3K2	-1
DB00425	GABRA1	1
DB01007	CYP51A1	-1
DB00363	DRD4	-1
DB01076	HMGCR	-1
DB00252	CACNA1S	-1
DB01238	HTR3A	-1
DB00237	GABRB3	1
DB11362	PTGIR	1
DB01273	CHRNA6	1
DB01081	OPRM1	1
DB01049	HTR1A	-1
DB00289	GRIN1	-1
DB01132	PPARG	1
DB06212	AVPR1A	-1
DB00146	VDR	1
DB00970	TOP2A	-1
DB00454	SLC6A2	-1
DB09327	TYMS	-1
DB00924	SLC6A2	-1
DB08815	HTR1A	-1
DB12010	PIP4K2B	-1
DB00216	HTR2B	1
DB00621	AR	1
DB08896	TEK	-1
DB00542	ACE	-1
DB05679	IL23A	-1
DB00333	HTR3A	-1
DB08916	ERBB2	-1
DB06148	ADRA1D	-1
DB00318	OPRM1	1
DB11300	F13B	1
DB01275	AOC3	-1
DB00370	ADRA1B	-1
DB00242	PNP	1
DB00307	RXRG	1
DB01213	CAT	-1
DB00648	CYP11B1	1
DB13944	AR	1
DB01151	SLC6A4	-1
DB00246	DRD4	-1
DB01104	SLC6A4	-1
DB00619	BCR	-1
DB04575	ESR1	1
DB09099	SSTR5	1
DB01403	CHRM1	-1
DB00960	HTR1A	-1
DB04948	HTR1D	1
DB00785	CHRM3	-1
DB01625	CHRM4	-1
DB01189	GRIA1	-1
DB04861	ADRB3	1
DB00514	RAC1	-1
DB00368	ADRA2C	1
DB00337	FKBP1A	1
DB00726	SLC6A3	-1
DB09061	PTGS1	-1
DB00469	PTGS2	-1
DB00907	SCN5A	-1
DB06589	KIT	-1
DB12010	TTK	-1
DB11274	DRD5	1
DB00474	GABRA1	-1
DB01268	PDGFRA	-1
DB06202	ESR2	1
DB00881	ACE	-1
DB12978	CSF1R	-1
DB01288	ADRB1	1
DB00835	CHRM2	-1
DB11186	SCN9A	-1
DB00690	GABRD	1
DB00675	PRKCI	-1
DB00579	SLC6A4	-1
DB00450	ADRA1A	-1
DB10770	IL1R1	1
DB00468	KCNN4	-1
DB09078	FGFR2	-1
DB00696	DRD5	1
DB09079	KDR	-1
DB01399	PTGS2	-1
DB11311	FGA	-1
DB01708	GABRD	-1
DB12010	EIF2AK1	-1
DB01353	GABRA2	1
DB00636	PPARA	1
DB01624	ADRA2A	-1
DB00153	CACNA1F	1
DB00945	PRKAG1	1
DB00753	GABRB1	1
DB13985	SSTR5	1
DB00852	ATF3	-1
DB09089	CACNA1A	-1
DB00997	TOP2A	-1
DB00790	ACE	-1
DB00725	CHRM2	-1
DB00193	ADORA1	1
DB00825	CACNB2	-1
DB11217	TYR	-1
DB00423	CA1	-1
DB00797	HRH2	1
DB12010	LIMK2	-1
DB00895	FCER1A	1
DB00427	HRH1	-1
DB00282	FDPS	-1
DB09118	LDHB	-1
DB00850	DRD1	-1
DB00188	PSMB5	-1
DB01238	HTR2A	-1
DB09460	CA1	-1
DB01224	CHRM1	-1
DB08901	FGFR2	-1
DB00040	GCGR	1
DB01049	DRD3	-1
DB00273	CACNA1C	-1
DB06153	ADRA2A	-1
DB00874	GRIN3A	-1
DB13746	CACNG7	1
DB00454	GRIN2B	-1
DB00860	NR3C1	1
DB12010	PAK5	-1
DB00555	DRD2	-1
DB00184	CYP19A1	-1
DB00589	HTR1B	1
DB08862	PRKCB	1
DB05316	HTR2A	-1
DB00315	HTR1D	1
DB00316	PTGS1	-1
DB01254	STAT5B	-1
DB00334	ADRB3	-1
DB00222	ABCC8	1
DB01595	GABRB3	1
DB01392	HTR1A	1
DB01226	CHRM2	-1
DB06151	SLC7A11	1
DB06713	AR	1
DB11632	COMT	-1
DB00182	MAOA	-1
DB11273	HTR6	-1
DB12010	SIK1	-1
DB13751	LPL	1
DB00864	FKBP1A	-1
DB04842	HTR2A	-1
DB06288	DRD2	-1
DB00477	HTR1A	-1
DB01544	GABRA1	1
DB15035	ITK	-1
DB00480	CRBN	-1
DB01393	RXRG	1
DB00499	AHR	1
DB00306	GABRD	1
DB00795	PLA2G1B	-1
DB13961	NFKB1	1
DB01183	OPRK1	-1
DB05219	PDE4B	-1
DB00294	PGR	1
DB01136	KCNJ2	-1
DB04855	CACNB2	-1
DB11994	CYP2E1	-1
DB00668	ADRA2A	1
DB04946	DRD2	-1
DB00328	GLO1	-1
DB11653	MC2R	1
DB00527	CALM1	-1
DB01205	GABRA2	1
DB11901	GABRA1	-1
DB00545	ACHE	-1
DB09061	GPX1	1
DB00939	PTGS2	-1
DB01306	INSR	1
DB12010	ZAP70	-1
DB11619	NR3C1	-1
DB00490	ADRA1B	1
DB06595	KIT	-1
DB00136	VDR	-1
DB13200	CSF3R	1
DB01221	HTR1E	-1
DB12328	AHR	1
DB00819	CA1	-1
DB00141	NAGLU	1
DB00642	DHFR	-1
DB00418	GRIN3A	-1
DB00420	CHRM5	-1
DB08889	PSMB8	-1
DB00696	HTR1B	1
DB08906	NR3C2	-1
DB01118	PPARG	1
DB06681	CD80	-1
DB11219	PGR	-1
DB00666	GNRHR	1
DB01708	ESR2	1
DB12010	CSNK2A1	-1
DB01185	HSD11B2	-1
DB06016	HRH1	-1
DB00201	PIK3CD	-1
DB00929	PTGER2	1
DB00655	ESR1	1
DB01559	GABRB3	1
DB00805	ACHE	-1
DB00659	GABRG2	1
DB01050	CFTR	-1
DB09291	TACR1	-1
DB00777	ADRA1D	-1
DB00131	FBP1	-1
DB01619	HRH1	-1
DB00277	PDE3A	-1
DB13946	AR	1
DB12010	FGR	-1
DB00295	OPRK1	1
DB06802	PTGS1	-1
DB00734	HTR2C	-1
DB00313	SCN2A	-1
DB00186	GABRA1	1
DB01009	PTGS1	-1
DB08897	CHRM5	-1
DB01110	KCNMB4	-1
DB00884	FDPS	-1
DB01064	MAPK1	1
DB00806	NT5E	-1
DB00774	CA2	-1
DB01346	GABRA1	1
DB06626	KDR	-1
DB00841	ADRA1B	1
DB05015	HDAC4	-1
DB00810	CHRM1	-1
DB11859	GABRA2	1
DB00244	ALOX5	-1
DB00521	ADRB1	1
DB12010	MAP3K1	-1
DB00975	PDE4A	-1
DB08819	PTGFR	1
DB00475	GABRA1	1
DB00363	DRD2	-1
DB01043	GLRA1	-1
DB01174	GRIN2B	-1
DB01159	GRIN2A	-1
DB00966	PPARG	1
DB00983	ADRB3	1
DB12267	IGF1R	-1
DB00273	GRIK1	-1
DB06153	HTR2B	-1
DB13746	SCN5A	1
DB00357	CYP11A1	-1
DB08893	ADRB3	1
DB12010	NEK1	-1
DB00555	CACNA1E	-1
DB00184	CHRNB2	1
DB01154	GABRA1	1
DB00589	DRD3	1
DB00396	OPRK1	1
DB01236	GABRB1	1
DB01175	HTR2C	-1
DB12147	FGFR3	-1
DB01193	ADRB1	1
DB01049	HTR4	-1
DB00321	OPRD1	1
DB00179	ALOX5	-1
DB01069	CHRM1	-1
DB00988	DRD2	1
DB09097	DRD5	1
DB12010	PRKAB2	-1
DB00248	HTR1A	1
DB01267	ADRA1B	-1
DB00735	SQLE	-1
DB00606	SFRP4	-1
DB00364	FGF2	1
DB00333	GRIN3A	-1
DB08883	GRIA1	-1
DB00286	ESR1	1
DB01392	KCNJ10	-1
DB01242	GSTP1	-1
DB06151	GRIN3A	1
DB00370	OPRK1	1
DB00242	POLE2	-1
DB00275	AGTR1	-1
DB00600	TYR	-1
DB13520	SCN2A	-1
DB01135	CHRM2	-1
DB04573	ESR1	1
DB00246	DRD5	-1
DB11273	ADRA2A	-1
DB09099	SSTR2	1
DB01403	HTR2A	-1
DB00944	BCHE	-1
DB04948	HTR1A	1
DB09332	GGCX	1
DB01608	ADRA1B	-1
